img, part, ecd.nm, contrast, circ, a.r, round, solidity
7, 17, 77.26, 0.4464, 0.8609, 1.0369, 0.9644, 0.9685
7, 18, 86.88, 0.5589, 0.8633, 1.0416, 0.9601, 0.9735
7, 19, 79.37, 0.6030, 0.9039, 1.0291, 0.9717, 0.9759
7, 20, 75.95, 0.7953, 0.9006, 1.0262, 0.9745, 0.9710
7, 21, 80.55, 0.5697, 0.8936, 1.0371, 0.9642, 0.9727
7, 22, 84.54, 0.6468, 0.8905, 1.0204, 0.9800, 0.9756
7, 23, 94.99, 0.6377, 0.8780, 1.0348, 0.9664, 0.9736
7, 24, 102.91, 0.5232, 0.8936, 1.0202, 0.9802, 0.9763
7, 25, 97.13, 0.8146, 0.9019, 1.0312, 0.9697, 0.9775
7, 26, 50.93, 0.6570, 0.6214, 2.1693, 0.4610, 0.9675
7, 27, 83.59, 0.6792, 0.8923, 1.0094, 0.9906, 0.9760
7, 28, 77.35, 0.5203, 0.8182, 1.0194, 0.9809, 0.9649
7, 29, 64.18, 0.5317, 0.9080, 1.0220, 0.9784, 0.9666
7, 30, 77.12, 0.6112, 0.8866, 1.0196, 0.9808, 0.9715
7, 31, 83.14, 0.5981, 0.9038, 1.0239, 0.9766, 0.9744
7, 32, 87.29, 0.6769, 0.8739, 1.0444, 0.9575, 0.9710
7, 33, 105.28, 0.6802, 0.8951, 1.0190, 0.9814, 0.9789
7, 34, 64.90, 0.5043, 0.8742, 1.0204, 0.9800, 0.9627
7, 35, 87.49, 0.8159, 0.9052, 1.0240, 0.9765, 0.9745
7, 36, 94.05, 0.5664, 0.8677, 1.0182, 0.9821, 0.9733
7, 37, 76.40, 0.6086, 0.8926, 1.0411, 0.9605, 0.9718
7, 38, 44.26, 0.4356, 0.7838, 1.0653, 0.9387, 0.9330
7, 39, 85.70, 0.6939, 0.8915, 1.0230, 0.9776, 0.9748
7, 40, 93.81, 0.6377, 0.9102, 1.0349, 0.9663, 0.9786
7, 41, 86.28, 0.5553, 0.8804, 1.0225, 0.9780, 0.9733
7, 42, 76.38, 0.5320, 0.8784, 1.0383, 0.9632, 0.9680
7, 43, 100.76, 0.6910, 0.8836, 1.0067, 0.9933, 0.9761
7, 44, 77.09, 0.8326, 0.8869, 1.0381, 0.9633, 0.9699
7, 45, 85.35, 0.5069, 0.9067, 1.0448, 0.9571, 0.9766
7, 46, 62.78, 0.4693, 0.8698, 1.0275, 0.9733, 0.9542
7, 47, 82.51, 0.7299, 0.8828, 1.0331, 0.9680, 0.9739
7, 48, 71.94, 0.5206, 0.8728, 1.0089, 0.9912, 0.9706
7, 49, 89.10, 0.8826, 0.9081, 1.0143, 0.9859, 0.9775
7, 50, 78.16, 0.7351, 0.9027, 1.0142, 0.9860, 0.9766
7, 51, 55.41, 0.4140, 0.8238, 1.0193, 0.9810, 0.9509
7, 52, 85.53, 0.6687, 0.8912, 1.0147, 0.9855, 0.9725
7, 53, 75.02, 0.4457, 0.9040, 1.0138, 0.9864, 0.9728
7, 54, 79.32, 0.4856, 0.8916, 1.0234, 0.9771, 0.9716
7, 55, 75.52, 0.5025, 0.8445, 1.0211, 0.9793, 0.9680
7, 56, 36.96, 0.3862, 0.6187, 1.0528, 0.9498, 0.9028
7, 57, 87.17, 0.6426, 0.8837, 1.0276, 0.9731, 0.9745
7, 58, 58.69, 0.5719, 0.8900, 1.0196, 0.9808, 0.9623
7, 59, 61.76, 0.4872, 0.8417, 1.0300, 0.9709, 0.9579
7, 60, 80.59, 0.5667, 0.8920, 1.0119, 0.9883, 0.9696
7, 61, 85.22, 0.5840, 0.8631, 1.0275, 0.9732, 0.9723
7, 62, 80.41, 0.9523, 0.9146, 1.0062, 0.9939, 0.9757
7, 63, 80.83, 0.8296, 0.8966, 1.0203, 0.9801, 0.9751
7, 64, 70.66, 0.7371, 0.9098, 1.0297, 0.9712, 0.9698
7, 65, 86.40, 0.7273, 0.8742, 1.0127, 0.9875, 0.9740
7, 66, 84.30, 0.5533, 0.8506, 1.0227, 0.9778, 0.9653
7, 67, 81.26, 0.5203, 0.8225, 1.0103, 0.9898, 0.9683
7, 68, 95.76, 0.5507, 0.8806, 1.0255, 0.9752, 0.9742
7, 69, 61.47, 0.8963, 0.9063, 1.0247, 0.9759, 0.9713
7, 70, 82.47, 0.6102, 0.8966, 1.0478, 0.9544, 0.9724
7, 71, 80.34, 0.7214, 0.9041, 1.0153, 0.9849, 0.9745
7, 72, 67.45, 0.4856, 0.8690, 1.0944, 0.9137, 0.9687
7, 73, 90.46, 0.7937, 0.9058, 1.0333, 0.9678, 0.9760
7, 74, 92.16, 0.6288, 0.8902, 1.0228, 0.9777, 0.9751
7, 75, 82.39, 0.5162, 0.8785, 1.0274, 0.9733, 0.9731
7, 76, 66.07, 0.5026, 0.8810, 1.0325, 0.9685, 0.9692
7, 77, 76.02, 0.5320, 0.8405, 1.0224, 0.9781, 0.9668
7, 78, 82.01, 0.5392, 0.8676, 1.0186, 0.9818, 0.9733
7, 79, 62.00, 0.5775, 0.7104, 1.8678, 0.5354, 0.9750
7, 80, 86.78, 0.7884, 0.8916, 1.0259, 0.9748, 0.9764
7, 81, 71.40, 0.8182, 0.9112, 1.0353, 0.9659, 0.9730
7, 82, 80.60, 0.6903, 0.8887, 1.0356, 0.9657, 0.9720
7, 83, 65.64, 0.5383, 0.8004, 1.4966, 0.6682, 0.9783
7, 84, 68.29, 0.5088, 0.8821, 1.0329, 0.9682, 0.9687
7, 85, 40.82, 0.4977, 0.9042, 1.0427, 0.9590, 0.9621
7, 86, 87.61, 0.5487, 0.8527, 1.0401, 0.9614, 0.9681
7, 87, 78.65, 0.5265, 0.8432, 1.0126, 0.9875, 0.9665
7, 88, 77.01, 0.5059, 0.8486, 1.0243, 0.9763, 0.9660
7, 89, 51.46, 0.4743, 0.8821, 1.0164, 0.9839, 0.9596
7, 90, 68.62, 0.4993, 0.8738, 1.0260, 0.9746, 0.9669
7, 91, 92.37, 0.9101, 0.8883, 1.0271, 0.9736, 0.9723
7, 92, 75.27, 0.5553, 0.8702, 1.0295, 0.9714, 0.9671
7, 93, 87.30, 0.8319, 0.9094, 1.0126, 0.9876, 0.9778
7, 94, 85.88, 0.5863, 0.8896, 1.0303, 0.9706, 0.9750
7, 95, 76.10, 0.8980, 0.8869, 1.0307, 0.9702, 0.9715
7, 96, 97.28, 0.8699, 0.9110, 1.0194, 0.9810, 0.9789
7, 97, 77.07, 0.8126, 0.8945, 1.0310, 0.9700, 0.9743
7, 98, 73.89, 0.5477, 0.8318, 1.2655, 0.7902, 0.9726
7, 99, 69.43, 0.4886, 0.8983, 1.0327, 0.9684, 0.9693
7, 100, 96.55, 0.9326, 0.8895, 1.0105, 0.9896, 0.9736
7, 101, 44.40, 0.4012, 0.7790, 1.0383, 0.9632, 0.9368
7, 102, 81.05, 0.6792, 0.8754, 1.0186, 0.9817, 0.9735
7, 103, 86.09, 0.5988, 0.8843, 1.0107, 0.9894, 0.9743
7, 104, 75.09, 0.5464, 0.8691, 1.0199, 0.9805, 0.9720
7, 105, 70.82, 0.5154, 0.8632, 1.0229, 0.9776, 0.9673
7, 106, 72.34, 0.5072, 0.8882, 1.0984, 0.9104, 0.9738
7, 107, 72.69, 0.5343, 0.8556, 1.0321, 0.9689, 0.9651
7, 108, 79.13, 0.6125, 0.8985, 1.0253, 0.9753, 0.9749
7, 109, 47.21, 0.5768, 0.5855, 2.6418, 0.3785, 0.9647
7, 110, 82.26, 0.6831, 0.8685, 1.0080, 0.9920, 0.9700
7, 111, 93.95, 0.5670, 0.8930, 1.0216, 0.9788, 0.9755
7, 112, 81.52, 0.5677, 0.8575, 1.0295, 0.9713, 0.9715
7, 113, 90.23, 0.6557, 0.8935, 1.0211, 0.9793, 0.9740
7, 114, 26.55, 0.4755, 0.5170, 2.9219, 0.3422, 0.9400
7, 115, 94.76, 0.6596, 0.8963, 1.0229, 0.9776, 0.9736
7, 116, 92.02, 0.7354, 0.8940, 1.0448, 0.9571, 0.9748
7, 117, 82.88, 0.5448, 0.8843, 1.0232, 0.9773, 0.9737
7, 118, 66.42, 0.4801, 0.8416, 1.0350, 0.9662, 0.9632
7, 119, 93.39, 0.7286, 0.9080, 1.0210, 0.9794, 0.9770
7, 120, 73.42, 0.6393, 0.8818, 1.0178, 0.9825, 0.9697
7, 121, 69.34, 0.5402, 0.8959, 1.0286, 0.9722, 0.9692
7, 122, 83.19, 0.5262, 0.8781, 1.0066, 0.9935, 0.9720
7, 123, 86.47, 0.5615, 0.8995, 1.1078, 0.9027, 0.9759
7, 124, 86.52, 0.6082, 0.8969, 1.0925, 0.9154, 0.9787
7, 125, 79.92, 0.7531, 0.7932, 1.5251, 0.6557, 0.9795
7, 126, 62.05, 0.4477, 0.7862, 1.3658, 0.7322, 0.9721
7, 127, 51.02, 0.5612, 0.5835, 2.3341, 0.4284, 0.9619
7, 128, 49.23, 0.7268, 0.6025, 2.4306, 0.4114, 0.9667
7, 129, 47.92, 0.4820, 0.6195, 2.2538, 0.4437, 0.9634
7, 130, 43.57, 0.8453, 0.6212, 2.3796, 0.4202, 0.9671
7, 131, 34.06, 0.6115, 0.4498, 3.5400, 0.2825, 0.9501
7, 132, 17.48, 0.4621, 0.5466, 2.7862, 0.3589, 0.9314
7, 133, 13.06, 0.4420, 0.5869, 2.4166, 0.4138, 0.9239
7, 134, 15.18, 0.4398, 0.3507, 5.2840, 0.1893, 0.8913
7, 135, 6.85, 0.3275, 0.5780, 3.2592, 0.3068, 0.9091
8, 1, 73.95, 0.7924, 0.8289, 1.1242, 0.8895, 0.9865
8, 2, 56.65, 0.8448, 0.6747, 2.0903, 0.4784, 0.9747
8, 3, 62.92, 0.6860, 0.6818, 1.9746, 0.5064, 0.9764
8, 4, 68.60, 0.7532, 0.8497, 1.2533, 0.7979, 0.9757
8, 5, 41.21, 0.9051, 0.5667, 2.6508, 0.3772, 0.9643
8, 6, 53.78, 0.6629, 0.7117, 1.7239, 0.5801, 0.9680
8, 7, 29.20, 0.5539, 0.4152, 3.9327, 0.2543, 0.9499
8, 8, 98.47, 0.9483, 0.9090, 1.0268, 0.9739, 0.9792
8, 9, 81.22, 0.6679, 0.8483, 1.0195, 0.9809, 0.9694
8, 10, 74.51, 0.6194, 0.8905, 1.0131, 0.9870, 0.9700
8, 11, 75.79, 0.4016, 0.8814, 1.0084, 0.9917, 0.9704
8, 12, 81.97, 0.5265, 0.8888, 1.0495, 0.9528, 0.9734
8, 13, 66.00, 0.4964, 0.8707, 1.0417, 0.9600, 0.9637
8, 14, 68.73, 0.4596, 0.7900, 1.0462, 0.9559, 0.9558
8, 15, 87.70, 0.5489, 0.8831, 1.0238, 0.9768, 0.9744
8, 16, 103.10, 0.8567, 0.8863, 1.0226, 0.9779, 0.9766
8, 17, 75.60, 0.5918, 0.8740, 1.0093, 0.9907, 0.9656
8, 18, 67.49, 0.5137, 0.8051, 1.3607, 0.7349, 0.9710
8, 19, 71.96, 0.5082, 0.8768, 1.0390, 0.9624, 0.9719
8, 20, 97.79, 0.6129, 0.8769, 1.0298, 0.9710, 0.9733
8, 21, 59.31, 0.4850, 0.7427, 1.0156, 0.9847, 0.9413
8, 22, 74.23, 0.5964, 0.9088, 1.0236, 0.9769, 0.9743
8, 23, 91.99, 0.7819, 0.8794, 1.0226, 0.9779, 0.9725
8, 24, 91.05, 0.5687, 0.8378, 1.0140, 0.9862, 0.9673
8, 25, 66.83, 0.4873, 0.8704, 1.0325, 0.9685, 0.9640
8, 26, 76.47, 0.8023, 0.9023, 1.0022, 0.9978, 0.9726
8, 27, 75.72, 0.6066, 0.8900, 1.0336, 0.9675, 0.9694
8, 28, 72.61, 0.5377, 0.8255, 1.0305, 0.9704, 0.9584
8, 29, 80.76, 0.8567, 0.8959, 1.0069, 0.9931, 0.9718
8, 30, 92.29, 0.8685, 0.9026, 1.0117, 0.9885, 0.9796
8, 31, 86.40, 0.7077, 0.8864, 1.0297, 0.9712, 0.9725
8, 32, 56.86, 0.8316, 0.7007, 1.8360, 0.5447, 0.9732
8, 33, 85.89, 0.6965, 0.8803, 1.0148, 0.9854, 0.9737
8, 34, 76.08, 0.4834, 0.8673, 1.0040, 0.9960, 0.9647
8, 35, 67.50, 0.5418, 0.8540, 1.0380, 0.9634, 0.9597
8, 36, 55.90, 0.6125, 0.8983, 1.0179, 0.9824, 0.9689
8, 37, 84.03, 0.5476, 0.8787, 1.0174, 0.9829, 0.9683
8, 38, 77.46, 0.5104, 0.8758, 1.0191, 0.9813, 0.9701
8, 39, 73.00, 0.7341, 0.8991, 1.0267, 0.9740, 0.9745
8, 40, 74.46, 0.5549, 0.8804, 1.0321, 0.9689, 0.9708
8, 41, 58.96, 0.4277, 0.7003, 1.0056, 0.9944, 0.9411
8, 42, 46.61, 0.8412, 0.9106, 1.0310, 0.9700, 0.9638
8, 43, 74.45, 0.6063, 0.8448, 1.0244, 0.9762, 0.9660
8, 44, 80.42, 0.9575, 0.9099, 1.0189, 0.9815, 0.9771
8, 45, 92.07, 0.6593, 0.8867, 1.0212, 0.9793, 0.9739
8, 46, 98.35, 0.9381, 0.9020, 1.0104, 0.9897, 0.9774
8, 47, 78.41, 0.5292, 0.8983, 1.0124, 0.9877, 0.9743
8, 48, 67.96, 0.7527, 0.8948, 1.1188, 0.8938, 0.9745
8, 49, 61.71, 0.8455, 0.8619, 1.2248, 0.8165, 0.9746
8, 50, 65.00, 0.5054, 0.8610, 1.0234, 0.9771, 0.9591
8, 51, 71.19, 0.7058, 0.8937, 1.0212, 0.9793, 0.9720
8, 52, 77.70, 0.6837, 0.8951, 1.0203, 0.9801, 0.9747
8, 53, 80.89, 0.5272, 0.9010, 1.0296, 0.9712, 0.9771
8, 54, 68.63, 0.4530, 0.8030, 1.0305, 0.9704, 0.9599
8, 55, 78.78, 0.6122, 0.8909, 1.0474, 0.9547, 0.9707
8, 56, 97.78, 0.7568, 0.8869, 1.0149, 0.9853, 0.9758
8, 57, 68.85, 0.5124, 0.8615, 1.0234, 0.9772, 0.9620
8, 58, 76.02, 0.6049, 0.8544, 1.0112, 0.9890, 0.9690
8, 59, 83.99, 0.5390, 0.8979, 1.0264, 0.9743, 0.9740
8, 60, 68.29, 0.4748, 0.8772, 1.0179, 0.9824, 0.9651
8, 61, 84.95, 0.6738, 0.8809, 1.0066, 0.9934, 0.9722
8, 62, 83.99, 0.6575, 0.8854, 1.0188, 0.9816, 0.9735
8, 63, 79.72, 0.5245, 0.9006, 1.0301, 0.9708, 0.9743
8, 64, 86.14, 0.4853, 0.8366, 1.0225, 0.9780, 0.9707
8, 65, 67.15, 0.7252, 0.8858, 1.0273, 0.9735, 0.9663
8, 66, 82.13, 0.8229, 0.9103, 1.0213, 0.9792, 0.9763
8, 67, 76.70, 0.6629, 0.8869, 1.0289, 0.9719, 0.9706
8, 68, 74.32, 0.7021, 0.8953, 1.0119, 0.9882, 0.9715
8, 69, 70.94, 0.5519, 0.8905, 1.0012, 0.9988, 0.9697
8, 70, 45.49, 0.7608, 0.8809, 1.2902, 0.7751, 0.9727
8, 71, 75.51, 0.6590, 0.8939, 1.0225, 0.9780, 0.9728
8, 72, 70.71, 0.9157, 0.8911, 1.0260, 0.9747, 0.9684
8, 73, 65.05, 0.4926, 0.8573, 1.0338, 0.9673, 0.9586
8, 74, 79.37, 0.5951, 0.8784, 1.0390, 0.9625, 0.9694
8, 75, 90.97, 0.7506, 0.8901, 1.0167, 0.9835, 0.9753
8, 76, 71.01, 0.7008, 0.9062, 1.0037, 0.9963, 0.9706
8, 77, 86.56, 0.5789, 0.8722, 1.0182, 0.9821, 0.9711
8, 78, 36.22, 0.3466, 0.3734, 1.0889, 0.9184, 0.8419
8, 79, 55.41, 0.4158, 0.6875, 1.0075, 0.9925, 0.9408
8, 80, 86.98, 0.8936, 0.8955, 1.0314, 0.9695, 0.9757
8, 81, 86.78, 0.5486, 0.8390, 1.0436, 0.9582, 0.9711
8, 82, 59.85, 0.4834, 0.8073, 1.3293, 0.7523, 0.9676
8, 83, 72.25, 0.5493, 0.8782, 1.0163, 0.9840, 0.9682
8, 84, 70.29, 0.9282, 0.8015, 1.4964, 0.6683, 0.9799
8, 85, 78.89, 0.6270, 0.8812, 1.0399, 0.9616, 0.9719
8, 86, 67.08, 0.5756, 0.8606, 1.0534, 0.9493, 0.9648
8, 87, 87.58, 0.7835, 0.9018, 1.0204, 0.9800, 0.9766
8, 88, 86.44, 0.7549, 0.8801, 1.0199, 0.9805, 0.9721
8, 89, 63.70, 0.5387, 0.8934, 1.0547, 0.9481, 0.9676
8, 90, 65.00, 0.4876, 0.8855, 1.0409, 0.9607, 0.9670
8, 91, 76.86, 0.4125, 0.8976, 1.0091, 0.9910, 0.9745
8, 92, 73.62, 0.5951, 0.9174, 1.0279, 0.9728, 0.9746
8, 93, 60.75, 0.4619, 0.8268, 1.0222, 0.9782, 0.9596
8, 94, 83.09, 0.5407, 0.8981, 1.0259, 0.9748, 0.9724
8, 95, 40.54, 0.5298, 0.5441, 2.8175, 0.3549, 0.9559
8, 96, 72.77, 0.5848, 0.8909, 1.0277, 0.9731, 0.9705
8, 97, 67.50, 0.4652, 0.8833, 1.0368, 0.9645, 0.9656
8, 98, 79.59, 0.7236, 0.8909, 1.0339, 0.9672, 0.9692
8, 99, 90.20, 0.5351, 0.8752, 1.0239, 0.9766, 0.9750
8, 100, 79.56, 0.5048, 0.8944, 1.0124, 0.9877, 0.9767
8, 101, 73.97, 0.6794, 0.8950, 1.0182, 0.9821, 0.9680
8, 102, 65.13, 0.5193, 0.8407, 1.0276, 0.9732, 0.9628
8, 103, 74.08, 0.6725, 0.8999, 1.0208, 0.9796, 0.9718
8, 104, 72.08, 0.6563, 0.9065, 1.0171, 0.9832, 0.9783
8, 105, 68.70, 0.5226, 0.7062, 1.7038, 0.5869, 0.9739
8, 106, 74.09, 0.6563, 0.7483, 1.7182, 0.5820, 0.9773
8, 107, 76.92, 0.5173, 0.8666, 1.0388, 0.9627, 0.9680
8, 108, 81.00, 0.7848, 0.8985, 1.0189, 0.9815, 0.9721
8, 109, 73.09, 0.4682, 0.8856, 1.0307, 0.9702, 0.9734
8, 110, 82.85, 0.5789, 0.8735, 1.0347, 0.9664, 0.9699
8, 111, 76.79, 0.5206, 0.8811, 1.0232, 0.9774, 0.9732
8, 112, 76.27, 0.5018, 0.8730, 1.0414, 0.9602, 0.9694
8, 113, 87.45, 0.6626, 0.8832, 1.0210, 0.9795, 0.9722
8, 114, 83.75, 0.5249, 0.9029, 1.0260, 0.9746, 0.9773
8, 115, 82.88, 0.5868, 0.8753, 1.0339, 0.9672, 0.9738
8, 116, 90.56, 0.7292, 0.8951, 1.0119, 0.9883, 0.9757
8, 117, 57.69, 0.4181, 0.6679, 1.0564, 0.9466, 0.9375
8, 118, 87.92, 0.5776, 0.8913, 1.0163, 0.9839, 0.9751
8, 119, 82.34, 0.5789, 0.8493, 1.2445, 0.8035, 0.9770
8, 120, 59.93, 0.4349, 0.8202, 1.0087, 0.9913, 0.9570
8, 121, 93.36, 0.6890, 0.9057, 1.0387, 0.9628, 0.9761
8, 122, 86.52, 0.6705, 0.8977, 1.0031, 0.9969, 0.9744
8, 123, 89.13, 0.6165, 0.9033, 1.0244, 0.9761, 0.9764
8, 124, 86.23, 0.5605, 0.8430, 1.0319, 0.9691, 0.9706
8, 125, 79.26, 0.5733, 0.8942, 1.0300, 0.9709, 0.9720
8, 126, 81.00, 0.6366, 0.8852, 1.0244, 0.9762, 0.9724
8, 127, 83.85, 0.6282, 0.8932, 1.0460, 0.9560, 0.9744
8, 128, 73.18, 0.5582, 0.8810, 1.0175, 0.9828, 0.9672
8, 129, 81.70, 0.8288, 0.8940, 1.0323, 0.9687, 0.9731
8, 130, 97.12, 0.9298, 0.9011, 1.0201, 0.9803, 0.9782
8, 131, 93.66, 0.8198, 0.9042, 1.0240, 0.9766, 0.9800
8, 132, 70.13, 0.4946, 0.8263, 1.0404, 0.9612, 0.9571
8, 133, 95.92, 0.5921, 0.8489, 1.0261, 0.9746, 0.9730
8, 134, 77.70, 0.7703, 0.9118, 1.0256, 0.9750, 0.9753
8, 135, 91.36, 0.5895, 0.9012, 1.0168, 0.9835, 0.9776
8, 136, 87.06, 0.5918, 0.9082, 1.0695, 0.9350, 0.9782
8, 137, 68.55, 0.9008, 0.8833, 1.0284, 0.9723, 0.9717
8, 138, 97.97, 0.6231, 0.8849, 1.0340, 0.9671, 0.9760
8, 139, 74.60, 0.5114, 0.8471, 1.0426, 0.9591, 0.9636
8, 140, 78.00, 0.6320, 0.9017, 1.0213, 0.9792, 0.9720
8, 141, 67.92, 0.4909, 0.8812, 1.0445, 0.9574, 0.9683
8, 142, 83.84, 0.7987, 0.9068, 1.0323, 0.9687, 0.9771
8, 143, 76.69, 0.6778, 0.9058, 1.0226, 0.9779, 0.9742
8, 144, 72.17, 0.6623, 0.8889, 1.0071, 0.9929, 0.9680
8, 145, 64.95, 0.4524, 0.7381, 1.0423, 0.9594, 0.9494
8, 146, 83.51, 0.7308, 0.8786, 1.0326, 0.9684, 0.9722
8, 147, 72.03, 0.7493, 0.9103, 1.0159, 0.9844, 0.9745
8, 148, 76.21, 0.7021, 0.8813, 1.0021, 0.9979, 0.9693
8, 149, 86.90, 0.5641, 0.8439, 1.0312, 0.9697, 0.9680
8, 150, 21.86, 0.5840, 0.3669, 4.2435, 0.2357, 0.9075
8, 151, 57.94, 0.5888, 0.9131, 1.0206, 0.9799, 0.9663
8, 152, 80.18, 0.5727, 0.8249, 1.0347, 0.9665, 0.9644
8, 153, 63.42, 0.5137, 0.7508, 1.0618, 0.9418, 0.9439
8, 154, 61.80, 0.4916, 0.8880, 1.0159, 0.9843, 0.9652
8, 155, 94.27, 0.6511, 0.9002, 1.0376, 0.9638, 0.9759
8, 156, 58.85, 0.5048, 0.7198, 1.0430, 0.9588, 0.9450
8, 157, 83.48, 0.5371, 0.8644, 1.0122, 0.9879, 0.9684
8, 158, 69.21, 0.4382, 0.6189, 1.0427, 0.9591, 0.9423
8, 159, 78.95, 0.6992, 0.7997, 1.4583, 0.6857, 0.9824
8, 160, 81.16, 0.6211, 0.8611, 1.0322, 0.9688, 0.9707
8, 161, 70.90, 0.6329, 0.8958, 1.0178, 0.9825, 0.9682
8, 162, 64.14, 0.4932, 0.8343, 1.0354, 0.9658, 0.9600
8, 163, 60.42, 0.5555, 0.8944, 1.0710, 0.9337, 0.9689
8, 164, 75.73, 0.4939, 0.7744, 1.0321, 0.9689, 0.9580
8, 165, 94.26, 0.5450, 0.8789, 1.0340, 0.9672, 0.9773
8, 166, 66.51, 0.4662, 0.8490, 1.0409, 0.9607, 0.9633
8, 167, 63.24, 0.5101, 0.9051, 1.0202, 0.9802, 0.9735
8, 168, 82.30, 0.8185, 0.8921, 1.0027, 0.9973, 0.9745
8, 169, 41.41, 0.4158, 0.6002, 1.0622, 0.9414, 0.9064
8, 170, 29.14, 0.3817, 0.4668, 3.2407, 0.3086, 0.9350
8, 171, 82.61, 0.5479, 0.8969, 1.0279, 0.9728, 0.9750
8, 172, 82.54, 0.6382, 0.9056, 1.0278, 0.9729, 0.9743
8, 173, 74.33, 0.5292, 0.8234, 1.0127, 0.9875, 0.9565
8, 174, 85.91, 0.5921, 0.8591, 1.0364, 0.9648, 0.9719
8, 175, 72.98, 0.5137, 0.9015, 1.0362, 0.9650, 0.9718
8, 176, 69.19, 0.4606, 0.7914, 1.0343, 0.9669, 0.9600
8, 177, 87.06, 0.6827, 0.8890, 1.0577, 0.9455, 0.9795
8, 178, 75.58, 0.6817, 0.8208, 1.3167, 0.7595, 0.9786
8, 179, 72.83, 0.5960, 0.8137, 1.3568, 0.7370, 0.9786
8, 180, 65.56, 0.8013, 0.6899, 1.9640, 0.5092, 0.9780
8, 181, 51.17, 0.7815, 0.6353, 2.2460, 0.4452, 0.9708
8, 182, 19.79, 0.5084, 0.6453, 1.9948, 0.5013, 0.9478
8, 183, 37.54, 0.7456, 0.5564, 2.6862, 0.3723, 0.9623
8, 184, 31.70, 0.6774, 0.4537, 3.5331, 0.2830, 0.9487
8, 185, 22.41, 0.5896, 0.5787, 2.9059, 0.3441, 0.9404
9, 1, 80.66, 0.6399, 0.8923, 1.1477, 0.8713, 0.9811
9, 2, 47.05, 0.6701, 0.6279, 2.3453, 0.4264, 0.9621
9, 3, 89.28, 0.6245, 0.8827, 1.1489, 0.8704, 0.9809
9, 4, 53.64, 0.8594, 0.7081, 1.7966, 0.5566, 0.9734
9, 5, 46.53, 0.5557, 0.6843, 1.8151, 0.5509, 0.9629
9, 6, 54.19, 0.5908, 0.6862, 1.9930, 0.5018, 0.9748
9, 7, 73.25, 0.6904, 0.8122, 1.4505, 0.6894, 0.9796
9, 8, 54.78, 0.4731, 0.8687, 1.0406, 0.9610, 0.9849
9, 9, 95.11, 0.6202, 0.8940, 1.0218, 0.9787, 0.9785
9, 10, 73.76, 0.5455, 0.8661, 1.0307, 0.9703, 0.9703
9, 11, 71.19, 0.5872, 0.9165, 1.0271, 0.9736, 0.9741
9, 12, 66.76, 0.5485, 0.8810, 1.0390, 0.9625, 0.9680
9, 13, 76.84, 0.6291, 0.8929, 1.0380, 0.9634, 0.9727
9, 14, 8.98, 0.6163, 0.3540, 5.9277, 0.1687, 0.9149
9, 15, 65.10, 0.6163, 0.8882, 1.0182, 0.9821, 0.9687
9, 16, 76.14, 0.4191, 0.8631, 1.0501, 0.9523, 0.9696
9, 17, 33.39, 0.4864, 0.4969, 3.0408, 0.3289, 0.9505
9, 18, 77.13, 0.8198, 0.8861, 1.0104, 0.9897, 0.9718
9, 19, 85.72, 0.6855, 0.8943, 1.0356, 0.9656, 0.9757
9, 20, 80.53, 0.5367, 0.8721, 1.0097, 0.9904, 0.9700
9, 21, 68.41, 0.6026, 0.8987, 1.0045, 0.9956, 0.9720
9, 22, 87.40, 0.6825, 0.9008, 1.0185, 0.9818, 0.9778
9, 23, 86.66, 0.6091, 0.8752, 1.0387, 0.9627, 0.9716
9, 24, 85.96, 0.8247, 0.8766, 1.0189, 0.9815, 0.9718
9, 25, 75.38, 0.8673, 0.9033, 1.0108, 0.9893, 0.9738
9, 26, 89.27, 0.6320, 0.8949, 1.0469, 0.9552, 0.9739
9, 27, 75.46, 0.4587, 0.9051, 1.0173, 0.9830, 0.9725
9, 28, 81.28, 0.5383, 0.8877, 1.0476, 0.9546, 0.9717
9, 29, 87.50, 0.6085, 0.8904, 1.0283, 0.9725, 0.9674
9, 30, 86.53, 0.7280, 0.8891, 1.0389, 0.9625, 0.9732
9, 31, 70.42, 0.8316, 0.8671, 1.0384, 0.9630, 0.9691
9, 32, 59.75, 0.8460, 0.7834, 1.5563, 0.6426, 0.9774
9, 33, 68.19, 0.4869, 0.8649, 1.0254, 0.9752, 0.9631
9, 34, 79.08, 0.7339, 0.8818, 1.0105, 0.9897, 0.9739
9, 35, 58.45, 0.9010, 0.9129, 1.0406, 0.9610, 0.9676
9, 36, 85.14, 0.8031, 0.8752, 1.0285, 0.9723, 0.9716
9, 37, 86.01, 0.8473, 0.9042, 1.0288, 0.9720, 0.9766
9, 38, 85.52, 0.6782, 0.9029, 1.0054, 0.9947, 0.9761
9, 39, 73.70, 0.6632, 0.8971, 1.0219, 0.9786, 0.9730
9, 40, 66.73, 0.4646, 0.8495, 1.0288, 0.9720, 0.9672
9, 41, 74.85, 0.4725, 0.8795, 1.0344, 0.9667, 0.9698
9, 42, 91.48, 0.5590, 0.8760, 1.0030, 0.9970, 0.9718
9, 43, 97.80, 0.6284, 0.8912, 1.0053, 0.9948, 0.9750
9, 44, 73.66, 0.4515, 0.8326, 1.0169, 0.9834, 0.9613
9, 45, 79.97, 0.5668, 0.8901, 1.0218, 0.9786, 0.9751
