img, part, ecd.nm, contrast, circ, a.r, round, solidity
12, 3, 78.44, 0.5230, 0.8817, 1.0408, 0.9608, 0.9696
12, 4, 56.76, 0.5091, 0.6447, 2.1710, 0.4606, 0.9709
12, 5, 47.39, 0.6233, 0.6050, 2.5338, 0.3947, 0.9700
12, 6, 49.97, 0.5763, 0.6706, 2.0132, 0.4967, 0.9621
12, 7, 78.62, 0.8570, 0.8938, 1.0335, 0.9675, 0.9737
12, 8, 80.32, 0.6568, 0.8928, 1.0273, 0.9735, 0.9729
12, 9, 71.75, 0.4874, 0.8541, 1.0471, 0.9550, 0.9623
12, 10, 76.92, 0.4703, 0.8899, 1.0199, 0.9805, 0.9686
12, 11, 62.68, 0.4913, 0.8886, 1.0199, 0.9805, 0.9706
12, 12, 92.38, 0.9190, 0.9026, 1.0338, 0.9673, 0.9766
12, 13, 59.61, 0.6225, 0.6965, 1.8717, 0.5343, 0.9731
12, 14, 81.72, 0.8481, 0.8965, 1.0093, 0.9908, 0.9727
12, 15, 63.61, 0.5205, 0.8870, 1.0357, 0.9655, 0.9634
12, 16, 82.48, 0.5183, 0.8953, 1.0261, 0.9745, 0.9727
12, 17, 84.39, 0.6352, 0.8999, 1.0276, 0.9731, 0.9742
12, 18, 93.19, 0.5923, 0.8907, 1.0132, 0.9869, 0.9735
12, 19, 69.50, 0.4112, 0.8556, 1.0252, 0.9755, 0.9655
12, 20, 87.11, 0.5345, 0.8897, 1.0229, 0.9776, 0.9770
12, 21, 49.74, 0.4970, 0.6667, 2.0878, 0.4790, 0.9706
12, 22, 71.96, 0.6409, 0.8820, 1.0221, 0.9784, 0.9679
12, 23, 67.63, 0.6851, 0.8606, 1.0381, 0.9633, 0.9614
12, 24, 85.90, 0.7420, 0.8841, 1.0188, 0.9815, 0.9725
12, 25, 86.52, 0.4916, 0.8611, 1.0184, 0.9819, 0.9708
12, 26, 64.79, 0.4665, 0.8616, 1.0267, 0.9739, 0.9605
12, 27, 66.82, 0.5516, 0.9020, 1.0092, 0.9909, 0.9691
12, 28, 51.22, 0.4995, 0.6096, 2.2855, 0.4375, 0.9675
12, 29, 108.60, 0.7073, 0.9031, 1.0217, 0.9787, 0.9789
12, 30, 84.22, 0.4814, 0.8694, 1.0225, 0.9780, 0.9728
12, 31, 90.84, 0.7426, 0.8939, 1.0127, 0.9874, 0.9747
12, 32, 60.78, 0.4620, 0.7694, 1.0366, 0.9646, 0.9433
12, 33, 63.91, 0.4563, 0.8579, 1.0222, 0.9783, 0.9627
12, 34, 61.94, 0.5138, 0.8664, 1.0195, 0.9809, 0.9599
12, 35, 98.02, 0.6695, 0.9177, 1.0162, 0.9841, 0.9801
12, 36, 107.94, 0.9406, 0.8992, 1.0139, 0.9863, 0.9794
12, 37, 68.67, 0.5914, 0.9065, 1.0365, 0.9648, 0.9727
12, 38, 76.81, 0.5269, 0.8894, 1.0238, 0.9768, 0.9731
12, 39, 47.01, 0.6047, 0.6116, 2.2555, 0.4434, 0.9656
12, 40, 84.32, 0.9250, 0.8983, 1.0114, 0.9888, 0.9707
12, 41, 84.49, 0.9034, 0.8959, 1.0308, 0.9701, 0.9729
12, 42, 75.87, 0.5825, 0.8657, 1.0191, 0.9813, 0.9686
12, 43, 77.75, 0.6479, 0.8987, 1.0014, 0.9986, 0.9742
12, 44, 77.95, 0.6174, 0.8936, 1.0206, 0.9798, 0.9695
12, 45, 77.49, 0.6406, 0.8904, 1.0211, 0.9793, 0.9696
12, 46, 71.45, 0.4948, 0.8843, 1.0160, 0.9842, 0.9701
12, 47, 51.32, 0.4156, 0.8069, 1.0174, 0.9829, 0.9490
12, 48, 82.22, 0.5431, 0.9005, 1.0344, 0.9667, 0.9738
12, 49, 95.63, 0.9406, 0.8758, 1.0231, 0.9774, 0.9742
12, 50, 63.95, 0.4808, 0.8605, 1.0571, 0.9460, 0.9623
12, 51, 52.01, 0.5764, 0.8397, 1.0567, 0.9463, 0.9575
12, 52, 73.60, 0.8827, 0.8353, 1.3741, 0.7277, 0.9798
12, 53, 76.54, 0.7391, 0.9053, 1.0203, 0.9801, 0.9722
12, 54, 54.30, 0.4967, 0.8742, 1.0546, 0.9482, 0.9606
12, 55, 73.84, 0.6594, 0.9058, 1.0290, 0.9718, 0.9726
12, 56, 74.09, 0.7763, 0.9076, 1.0247, 0.9759, 0.9737
12, 57, 77.69, 0.5084, 0.8648, 1.0188, 0.9816, 0.9673
12, 58, 75.52, 0.6123, 0.7563, 1.6144, 0.6194, 0.9794
12, 59, 65.27, 0.4007, 0.8998, 1.0445, 0.9574, 0.9699
12, 60, 79.33, 0.5256, 0.8768, 1.0204, 0.9800, 0.9732
12, 61, 62.23, 0.4878, 0.7849, 1.0550, 0.9479, 0.9462
12, 62, 67.35, 0.4779, 0.8976, 1.0119, 0.9882, 0.9696
12, 63, 84.20, 0.8421, 0.8989, 1.0483, 0.9539, 0.9740
12, 64, 85.98, 0.7283, 0.8953, 1.0319, 0.9691, 0.9744
12, 65, 65.64, 0.6486, 0.9031, 1.0453, 0.9567, 0.9702
12, 66, 79.73, 0.5324, 0.8717, 1.0186, 0.9817, 0.9730
12, 67, 83.57, 0.9523, 0.8746, 1.0238, 0.9768, 0.9694
12, 68, 111.69, 0.7293, 0.9013, 1.0204, 0.9800, 0.9806
12, 69, 82.18, 0.8112, 0.8971, 1.0288, 0.9720, 0.9739
12, 70, 69.51, 0.6295, 0.8658, 1.1429, 0.8750, 0.9747
12, 71, 76.14, 0.8831, 0.8899, 1.0254, 0.9753, 0.9700
12, 72, 76.53, 0.9094, 0.8945, 1.0102, 0.9899, 0.9690
12, 73, 78.87, 0.5790, 0.8838, 1.1077, 0.9028, 0.9757
12, 74, 98.52, 0.5732, 0.8743, 1.0348, 0.9664, 0.9742
12, 75, 78.85, 0.6182, 0.8393, 1.3092, 0.7638, 0.9783
12, 76, 87.66, 0.8055, 0.9006, 1.0240, 0.9766, 0.9739
12, 77, 83.33, 0.5431, 0.8994, 1.0229, 0.9776, 0.9724
12, 78, 79.10, 0.6088, 0.8837, 1.0511, 0.9513, 0.9687
12, 79, 92.69, 0.5650, 0.8911, 1.0305, 0.9704, 0.9742
12, 80, 67.89, 0.5510, 0.8480, 1.0356, 0.9656, 0.9622
12, 81, 76.22, 0.5818, 0.8869, 1.0505, 0.9519, 0.9707
12, 82, 73.65, 0.5342, 0.8622, 1.0758, 0.9295, 0.9661
12, 83, 88.58, 0.5323, 0.8692, 1.0084, 0.9917, 0.9694
12, 84, 77.75, 0.5694, 0.8904, 1.0226, 0.9779, 0.9718
12, 85, 92.92, 0.5481, 0.8932, 1.0251, 0.9755, 0.9735
12, 86, 75.31, 0.4773, 0.8433, 1.0230, 0.9775, 0.9645
12, 87, 97.27, 0.6676, 0.9061, 1.0374, 0.9640, 0.9779
12, 88, 98.07, 0.7210, 0.8978, 1.0175, 0.9828, 0.9770
12, 89, 75.72, 0.5402, 0.8752, 1.0273, 0.9734, 0.9690
12, 90, 83.60, 0.7817, 0.9025, 1.0169, 0.9834, 0.9741
12, 91, 70.97, 0.5027, 0.8395, 1.0481, 0.9541, 0.9643
12, 92, 79.18, 0.6533, 0.9004, 1.0605, 0.9429, 0.9749
12, 93, 84.84, 0.6126, 0.8867, 1.0090, 0.9911, 0.9755
12, 94, 54.06, 0.6390, 0.7369, 1.7204, 0.5813, 0.9750
12, 95, 48.88, 0.5291, 0.6766, 1.8028, 0.5547, 0.9619
12, 96, 55.12, 0.6312, 0.5986, 2.4325, 0.4111, 0.9678
12, 97, 45.88, 0.4299, 0.6685, 1.7108, 0.5845, 0.9557
12, 98, 39.20, 0.4967, 0.5752, 2.9118, 0.3434, 0.9687
12, 99, 38.19, 0.5469, 0.5153, 3.0368, 0.3293, 0.9552
12, 100, 7.50, 0.4172, 0.5620, 2.6320, 0.3799, 0.8571
13, 1, 72.40, 0.6339, 0.7708, 1.5270, 0.6549, 0.9773
13, 2, 24.37, 0.8478, 0.4677, 3.8187, 0.2619, 0.9548
13, 3, 80.04, 0.6752, 0.8748, 1.1900, 0.8404, 0.9763
13, 4, 49.48, 0.6644, 0.6210, 2.3917, 0.4181, 0.9710
13, 5, 31.13, 0.7312, 0.5249, 2.6051, 0.3839, 0.9583
13, 6, 82.45, 0.5882, 0.9020, 1.0116, 0.9886, 0.9738
13, 7, 77.54, 0.5615, 0.8981, 1.0275, 0.9733, 0.9743
13, 8, 94.07, 0.6225, 0.8633, 1.0171, 0.9832, 0.9710
13, 9, 78.81, 0.5338, 0.8793, 1.0306, 0.9703, 0.9701
13, 10, 83.16, 0.7242, 0.8996, 1.0217, 0.9788, 0.9743
13, 11, 35.62, 0.6095, 0.4594, 3.3334, 0.3000, 0.9562
13, 12, 72.08, 0.5631, 0.8972, 1.0258, 0.9748, 0.9687
13, 13, 81.14, 0.5745, 0.8763, 1.0071, 0.9929, 0.9707
13, 14, 84.01, 0.5761, 0.8983, 1.0257, 0.9749, 0.9717
13, 15, 59.77, 0.5092, 0.9031, 1.0115, 0.9887, 0.9673
13, 16, 76.91, 0.5840, 0.8847, 1.0271, 0.9736, 0.9706
13, 17, 85.07, 0.6168, 0.8853, 1.0323, 0.9687, 0.9727
13, 18, 81.76, 0.6810, 0.9022, 1.0448, 0.9571, 0.9745
13, 19, 86.21, 0.5472, 0.9009, 1.0309, 0.9701, 0.9770
13, 20, 79.66, 0.5812, 0.8920, 1.0113, 0.9889, 0.9748
13, 21, 83.66, 0.6587, 0.9084, 1.0487, 0.9536, 0.9761
13, 22, 73.24, 0.9320, 0.8942, 1.0192, 0.9812, 0.9705
13, 23, 90.80, 0.6778, 0.8738, 1.0262, 0.9744, 0.9723
13, 24, 92.48, 0.9063, 0.8887, 1.0242, 0.9763, 0.9719
13, 25, 74.56, 0.4957, 0.9088, 1.0296, 0.9713, 0.9755
13, 26, 71.54, 0.5624, 0.8905, 1.0408, 0.9608, 0.9642
13, 27, 59.69, 0.9295, 0.9155, 1.0384, 0.9630, 0.9731
13, 28, 70.36, 0.4369, 0.8603, 1.0264, 0.9742, 0.9667
13, 29, 94.85, 0.7753, 0.9095, 1.0049, 0.9951, 0.9767
13, 30, 80.91, 0.5497, 0.9100, 1.0190, 0.9814, 0.9738
13, 31, 70.28, 0.7966, 0.8944, 1.0341, 0.9671, 0.9654
13, 32, 64.55, 0.4801, 0.8743, 1.0192, 0.9812, 0.9669
13, 33, 87.66, 0.4998, 0.8890, 1.0349, 0.9663, 0.9732
13, 34, 93.26, 0.5621, 0.8849, 1.0181, 0.9822, 0.9749
13, 35, 90.60, 0.6463, 0.9009, 1.0094, 0.9906, 0.9763
13, 36, 83.66, 0.6772, 0.8899, 1.0236, 0.9770, 0.9724
13, 37, 77.30, 0.8078, 0.9037, 1.0327, 0.9684, 0.9721
13, 38, 66.15, 0.4662, 0.8651, 1.0353, 0.9659, 0.9669
13, 39, 84.33, 0.6327, 0.8842, 1.0321, 0.9689, 0.9732
13, 40, 96.74, 0.7115, 0.8900, 1.0056, 0.9944, 0.9770
13, 41, 84.69, 0.6346, 0.8749, 1.0390, 0.9624, 0.9703
13, 42, 95.49, 0.7998, 0.8946, 1.0224, 0.9781, 0.9750
13, 43, 91.87, 0.6072, 0.8804, 1.0171, 0.9832, 0.9741
13, 44, 62.41, 0.4588, 0.8368, 1.0400, 0.9615, 0.9620
13, 45, 73.70, 0.4760, 0.8932, 1.0195, 0.9809, 0.9756
13, 46, 83.96, 0.5828, 0.8710, 1.0114, 0.9887, 0.9696
13, 47, 88.95, 0.4849, 0.9049, 1.0071, 0.9929, 0.9780
13, 48, 91.44, 0.5618, 0.9004, 1.0102, 0.9899, 0.9749
13, 49, 67.98, 0.4747, 0.8726, 1.0332, 0.9678, 0.9637
13, 50, 64.81, 0.4016, 0.8000, 1.0106, 0.9895, 0.9520
13, 51, 91.35, 0.6111, 0.8809, 1.0225, 0.9780, 0.9708
13, 52, 72.68, 0.4674, 0.8504, 1.0228, 0.9777, 0.9706
13, 53, 87.87, 0.5364, 0.8833, 1.0324, 0.9686, 0.9714
13, 54, 74.97, 0.5389, 0.8846, 1.0207, 0.9797, 0.9702
13, 55, 76.69, 0.5535, 0.8846, 1.0193, 0.9810, 0.9697
13, 56, 38.01, 0.6765, 0.4979, 3.0271, 0.3304, 0.9483
13, 57, 98.42, 0.6142, 0.8737, 1.0171, 0.9832, 0.9734
13, 58, 77.09, 0.5774, 0.8849, 1.0259, 0.9747, 0.9726
13, 59, 97.59, 0.7089, 0.8819, 1.0287, 0.9721, 0.9710
13, 60, 77.30, 0.5122, 0.8831, 1.0145, 0.9857, 0.9757
13, 61, 93.48, 0.5475, 0.8874, 1.0226, 0.9779, 0.9737
13, 62, 61.97, 0.4646, 0.8455, 1.0463, 0.9557, 0.9611
13, 63, 90.40, 0.6066, 0.8849, 1.0287, 0.9721, 0.9740
13, 64, 80.54, 0.9285, 0.8816, 1.0278, 0.9730, 0.9711
13, 65, 83.82, 0.7185, 0.8935, 1.0088, 0.9913, 0.9733
13, 66, 70.38, 0.5936, 0.8806, 1.0243, 0.9763, 0.9676
13, 67, 102.51, 0.6053, 0.8748, 1.0231, 0.9774, 0.9713
13, 68, 98.53, 0.5268, 0.8945, 1.0223, 0.9782, 0.9733
13, 69, 63.95, 0.4310, 0.8166, 1.0178, 0.9825, 0.9638
13, 70, 95.85, 0.5249, 0.8642, 1.0320, 0.9689, 0.9739
13, 71, 69.55, 0.4499, 0.9043, 1.0174, 0.9829, 0.9692
13, 72, 16.43, 0.4746, 0.3869, 4.7109, 0.2123, 0.9381
13, 73, 78.69, 0.8214, 0.9152, 1.0270, 0.9737, 0.9775
13, 74, 91.88, 0.7604, 0.8796, 1.0164, 0.9839, 0.9719
13, 75, 69.32, 0.5618, 0.8864, 1.0195, 0.9809, 0.9681
13, 76, 80.44, 0.5815, 0.8977, 1.0084, 0.9916, 0.9754
13, 77, 79.58, 0.5469, 0.8645, 1.0081, 0.9919, 0.9692
13, 78, 88.77, 0.5342, 0.9020, 1.0446, 0.9573, 0.9739
13, 79, 78.53, 0.5100, 0.8881, 1.0313, 0.9696, 0.9708
13, 80, 67.81, 0.4430, 0.9017, 1.0085, 0.9915, 0.9667
13, 81, 80.63, 0.6587, 0.8867, 1.0329, 0.9681, 0.9735
13, 82, 70.04, 0.4833, 0.8951, 1.0324, 0.9687, 0.9705
13, 83, 89.86, 0.7595, 0.9042, 1.0180, 0.9824, 0.9748
13, 84, 64.27, 0.4623, 0.8654, 1.0362, 0.9651, 0.9601
13, 85, 89.38, 0.6873, 0.8377, 1.3300, 0.7519, 0.9803
13, 86, 88.92, 0.9078, 0.8976, 1.0306, 0.9703, 0.9766
13, 87, 80.88, 0.5882, 0.8816, 1.0052, 0.9948, 0.9726
13, 88, 73.94, 0.5742, 0.8904, 1.0257, 0.9750, 0.9718
13, 89, 76.18, 0.6797, 0.8966, 1.0428, 0.9590, 0.9708
13, 90, 84.38, 0.4855, 0.8997, 1.0059, 0.9941, 0.9727
13, 91, 50.49, 0.6854, 0.8864, 1.0491, 0.9532, 0.9577
13, 92, 56.84, 0.7890, 0.8680, 1.2653, 0.7903, 0.9770
13, 93, 68.53, 0.4484, 0.8624, 1.1007, 0.9085, 0.9732
13, 94, 58.85, 0.5786, 0.8632, 1.2534, 0.7979, 0.9691
13, 95, 42.66, 0.6451, 0.6197, 2.3739, 0.4212, 0.9614
13, 96, 24.07, 0.4194, 0.4713, 3.2582, 0.3069, 0.9335
13, 97, 23.03, 0.3864, 0.4420, 3.5352, 0.2829, 0.9402
14, 1, 41.52, 0.6275, 0.6063, 2.6187, 0.3819, 0.9634
14, 2, 66.97, 0.9355, 0.8745, 1.1986, 0.8343, 0.9734
14, 3, 82.86, 0.6328, 0.8387, 1.2252, 0.8162, 0.9802
14, 4, 37.12, 0.5060, 0.4988, 3.0900, 0.3236, 0.9614
14, 5, 44.74, 0.5354, 0.5078, 3.1560, 0.3169, 0.9578
14, 6, 31.01, 0.6480, 0.4974, 3.0195, 0.3312, 0.9526
14, 7, 45.84, 0.5893, 0.5424, 2.8469, 0.3513, 0.9651
14, 8, 57.76, 0.7619, 0.7263, 1.9838, 0.5041, 0.9810
14, 9, 40.75, 0.8245, 0.6765, 2.1609, 0.4628, 0.9731
14, 10, 78.66, 0.5348, 0.8854, 1.0202, 0.9802, 0.9713
14, 11, 72.91, 0.5016, 0.8595, 1.0236, 0.9770, 0.9648
14, 12, 49.00, 0.4491, 0.8613, 1.0212, 0.9792, 0.9624
14, 13, 75.76, 0.5345, 0.8623, 1.0087, 0.9914, 0.9693
14, 14, 96.51, 0.5753, 0.8914, 1.0246, 0.9760, 0.9748
14, 15, 85.12, 0.5746, 0.8938, 1.0268, 0.9739, 0.9749
14, 16, 92.20, 0.5664, 0.8927, 1.0153, 0.9850, 0.9768
14, 17, 38.09, 0.5604, 0.5101, 3.0124, 0.3320, 0.9603
14, 18, 91.16, 0.5639, 0.8791, 1.0263, 0.9744, 0.9749
14, 19, 84.99, 0.5835, 0.8637, 1.0288, 0.9720, 0.9734
14, 20, 70.62, 0.5474, 0.8436, 1.2000, 0.8333, 0.9712
14, 21, 79.50, 0.4991, 0.8793, 1.0147, 0.9855, 0.9695
14, 22, 85.34, 0.6714, 0.8913, 1.0196, 0.9807, 0.9733
14, 23, 94.39, 0.7913, 0.9008, 1.0144, 0.9858, 0.9786
14, 24, 74.76, 0.5085, 0.8627, 1.0344, 0.9667, 0.9694
14, 25, 89.93, 0.7536, 0.8995, 1.0088, 0.9913, 0.9758
14, 26, 81.60, 0.6752, 0.8828, 1.0174, 0.9829, 0.9738
14, 27, 83.48, 0.5999, 0.8835, 1.0187, 0.9816, 0.9757
14, 28, 82.43, 0.8469, 0.9098, 1.0093, 0.9908, 0.9730
14, 29, 78.61, 0.6075, 0.8960, 1.0271, 0.9736, 0.9729
14, 30, 72.27, 0.5338, 0.8737, 1.0357, 0.9655, 0.9650
14, 31, 80.74, 0.5085, 0.9025, 1.0265, 0.9742, 0.9750
14, 32, 49.89, 0.5832, 0.8606, 1.2242, 0.8168, 0.9775
14, 33, 57.43, 0.4779, 0.9069, 1.0200, 0.9804, 0.9604
14, 34, 61.53, 0.5085, 0.8802, 1.0246, 0.9760, 0.9656
14, 35, 80.31, 0.7350, 0.8965, 1.0313, 0.9696, 0.9746
14, 36, 44.82, 0.6785, 0.7455, 1.7343, 0.5766, 0.9715
14, 37, 66.38, 0.5596, 0.8927, 1.0161, 0.9842, 0.9673
14, 38, 69.90, 0.5444, 0.8840, 1.0426, 0.9591, 0.9706
14, 39, 28.36, 0.4447, 0.4239, 3.7669, 0.2655, 0.9387
14, 40, 20.63, 0.3378, 0.5808, 1.0808, 0.9252, 0.8582
14, 41, 82.50, 0.5651, 0.8991, 1.0339, 0.9672, 0.9719
14, 42, 38.96, 0.7174, 0.9104, 1.0713, 0.9335, 0.9591
14, 43, 77.78, 0.5019, 0.8697, 1.0181, 0.9822, 0.9660
14, 44, 67.46, 0.6132, 0.8906, 1.0214, 0.9791, 0.9677
14, 45, 52.01, 0.5392, 0.6629, 2.0887, 0.4788, 0.9681
14, 46, 100.81, 0.5487, 0.8906, 1.0178, 0.9825, 0.9748
14, 47, 84.33, 0.9304, 0.9050, 1.0155, 0.9847, 0.9746
14, 48, 73.46, 0.5620, 0.9048, 1.0234, 0.9772, 0.9702
14, 49, 79.77, 0.6898, 0.8896, 1.0187, 0.9816, 0.9740
14, 50, 95.84, 0.7173, 0.8965, 1.0092, 0.9909, 0.9786
14, 51, 59.08, 0.6360, 0.8834, 1.0516, 0.9509, 0.9544
14, 52, 93.22, 0.6755, 0.8923, 1.0204, 0.9800, 0.9734
14, 53, 60.39, 0.9342, 0.8898, 1.0248, 0.9758, 0.9672
14, 54, 81.62, 0.6132, 0.8691, 1.0297, 0.9712, 0.9712
14, 55, 90.40, 0.5810, 0.8749, 1.0152, 0.9850, 0.9719
14, 56, 104.33, 0.5629, 0.8861, 1.0107, 0.9895, 0.9751
14, 57, 81.00, 0.5101, 0.8949, 1.0257, 0.9750, 0.9741
14, 58, 82.10, 0.5664, 0.9025, 1.0261, 0.9745, 0.9719
14, 59, 76.64, 0.8627, 0.8892, 1.0602, 0.9432, 0.9665
14, 60, 87.82, 0.6404, 0.8995, 1.0230, 0.9775, 0.9750
14, 61, 96.34, 0.9247, 0.8912, 1.0102, 0.9899, 0.9763
14, 62, 105.04, 0.6420, 0.8925, 1.0168, 0.9834, 0.9734
14, 63, 86.54, 0.5911, 0.8753, 1.0169, 0.9834, 0.9724
14, 64, 78.59, 0.6872, 0.9086, 1.0335, 0.9676, 0.9760
14, 65, 73.98, 0.6847, 0.8170, 1.3345, 0.7494, 0.9776
14, 66, 76.64, 0.9500, 0.8834, 1.0404, 0.9612, 0.9697
14, 67, 77.26, 0.5753, 0.8742, 1.0457, 0.9563, 0.9721
14, 68, 35.14, 0.5604, 0.5229, 3.1284, 0.3197, 0.9578
14, 69, 91.66, 0.6698, 0.8922, 1.0386, 0.9628, 0.9747
14, 70, 81.91, 0.7135, 0.8830, 1.0390, 0.9625, 0.9715
14, 71, 83.34, 0.9627, 0.8977, 1.0161, 0.9842, 0.9716
14, 72, 65.28, 0.6537, 0.8943, 1.0290, 0.9718, 0.9697
14, 73, 53.99, 0.6724, 0.6135, 2.2838, 0.4379, 0.9698
14, 74, 88.01, 0.6913, 0.9035, 1.0181, 0.9822, 0.9745
14, 75, 77.12, 0.6249, 0.8927, 1.0288, 0.9720, 0.9763
14, 76, 85.97, 0.5860, 0.8951, 1.0281, 0.9726, 0.9741
14, 77, 86.61, 0.5462, 0.8587, 1.0215, 0.9789, 0.9697
14, 78, 81.13, 0.5946, 0.8930, 1.0329, 0.9682, 0.9727
14, 79, 90.53, 0.4130, 0.8741, 1.0127, 0.9875, 0.9723
14, 80, 87.16, 0.9573, 0.9028, 1.0143, 0.9859, 0.9762
14, 81, 85.02, 0.5569, 0.8880, 1.0067, 0.9933, 0.9740
14, 82, 86.21, 0.7451, 0.8608, 1.0090, 0.9910, 0.9683
14, 83, 83.32, 0.5424, 0.8865, 1.0121, 0.9881, 0.9713
14, 84, 70.83, 0.7067, 0.8869, 1.0307, 0.9702, 0.9675
14, 85, 74.50, 0.6663, 0.8851, 1.0487, 0.9535, 0.9654
14, 86, 81.10, 0.6170, 0.8939, 1.0188, 0.9815, 0.9715
14, 87, 112.52, 0.6793, 0.8979, 1.0152, 0.9850, 0.9793
14, 88, 70.34, 0.8349, 0.8929, 1.0356, 0.9656, 0.9738
14, 89, 66.59, 0.4649, 0.8230, 1.0242, 0.9764, 0.9581
14, 90, 84.42, 0.9554, 0.8906, 1.0303, 0.9706, 0.9720
14, 91, 86.06, 0.6069, 0.8734, 1.0356, 0.9656, 0.9727
14, 92, 83.32, 0.6414, 0.8945, 1.0182, 0.9821, 0.9721
14, 93, 70.74, 0.9543, 0.9114, 1.0258, 0.9748, 0.9713
14, 94, 90.69, 0.6518, 0.8983, 1.0218, 0.9787, 0.9744
14, 95, 82.27, 0.5958, 0.8980, 1.0212, 0.9792, 0.9742
14, 96, 34.66, 0.7223, 0.4735, 3.4621, 0.2888, 0.9654
14, 97, 77.14, 0.5762, 0.9029, 1.0264, 0.9743, 0.9715
14, 98, 93.91, 0.6730, 0.8882, 1.0209, 0.9795, 0.9761
14, 99, 77.64, 0.5417, 0.7953, 1.0218, 0.9787, 0.9624
14, 100, 81.83, 0.5070, 0.8828, 1.0262, 0.9744, 0.9691
14, 101, 93.08, 0.5266, 0.8767, 1.0218, 0.9787, 0.9714
14, 102, 36.20, 0.4722, 0.5526, 2.6541, 0.3768, 0.9484
14, 103, 81.16, 0.5136, 0.8574, 1.0156, 0.9847, 0.9674
14, 104, 50.49, 0.9216, 0.6513, 2.1533, 0.4644, 0.9718
14, 105, 59.82, 0.5911, 0.8864, 1.0227, 0.9778, 0.9658
14, 106, 76.65, 0.5060, 0.8700, 1.0364, 0.9649, 0.9703
14, 107, 82.65, 0.6003, 0.8943, 1.0917, 0.9160, 0.9766
14, 108, 74.87, 0.6856, 0.8560, 1.2859, 0.7777, 0.9794
14, 109, 68.75, 0.6917, 0.7821, 1.6509, 0.6057, 0.9819
14, 110, 61.33, 0.6078, 0.7858, 1.5989, 0.6254, 0.9819
14, 111, 49.76, 0.7419, 0.7717, 1.6416, 0.6092, 0.9738
14, 112, 20.17, 0.7464, 0.5326, 3.0887, 0.3238, 0.9602
14, 113, 15.85, 0.7483, 0.3821, 4.4934, 0.2225, 0.9306
15, 1, 61.19, 0.5023, 0.8915, 1.0253, 0.9753, 0.9636
15, 2, 53.18, 0.5171, 0.7588, 1.7128, 0.5839, 0.9717
15, 3, 67.07, 0.8093, 0.7255, 1.8270, 0.5473, 0.9800
15, 4, 54.47, 0.5410, 0.6287, 2.2154, 0.4514, 0.9709
15, 5, 59.64, 0.7269, 0.6903, 1.9759, 0.5061, 0.9791
15, 6, 79.27, 0.5760, 0.8825, 1.1362, 0.8801, 0.9771
15, 7, 72.64, 0.6264, 0.7975, 1.4286, 0.7000, 0.9781
15, 8, 69.15, 0.5094, 0.8929, 1.0541, 0.9487, 0.9698
15, 9, 29.36, 0.6907, 0.4961, 3.2934, 0.3036, 0.9446
15, 10, 83.99, 0.6231, 0.8917, 1.0284, 0.9723, 0.9750
15, 11, 62.65, 0.4677, 0.8475, 1.0238, 0.9768, 0.9562
15, 12, 91.90, 0.9473, 0.9127, 1.0110, 0.9892, 0.9767
15, 13, 72.62, 0.6726, 0.8382, 1.3930, 0.7179, 0.9856
15, 14, 64.20, 0.7363, 0.9135, 1.0318, 0.9692, 0.9721
15, 15, 66.04, 0.4977, 0.8229, 1.3008, 0.7688, 0.9710
15, 16, 88.90, 0.9063, 0.9030, 1.0262, 0.9744, 0.9749
15, 17, 94.96, 0.9017, 0.9041, 1.0324, 0.9686, 0.9776
15, 18, 81.75, 0.5701, 0.8822, 1.0084, 0.9916, 0.9731
15, 19, 84.87, 0.5701, 0.9002, 1.0452, 0.9568, 0.9756
15, 20, 96.73, 0.6319, 0.8895, 1.0126, 0.9875, 0.9741
15, 21, 57.25, 0.8432, 0.6984, 1.9513, 0.5125, 0.9738
15, 22, 86.69, 0.5640, 0.8730, 1.0060, 0.9940, 0.9715
15, 23, 79.06, 0.6545, 0.8977, 1.0331, 0.9680, 0.9766
15, 24, 84.52, 0.5430, 0.8723, 1.0354, 0.9658, 0.9739
15, 25, 79.01, 0.5356, 0.8914, 1.0295, 0.9714, 0.9704
15, 26, 83.31, 0.6719, 0.9102, 1.0200, 0.9804, 0.9745
15, 27, 92.15, 0.7618, 0.9060, 1.0235, 0.9771, 0.9772
15, 28, 83.30, 0.6480, 0.8998, 1.0412, 0.9604, 0.9723
15, 29, 89.41, 0.5743, 0.8909, 1.0150, 0.9852, 0.9727
15, 30, 79.33, 0.6635, 0.9027, 1.0437, 0.9581, 0.9732
15, 31, 81.16, 0.5239, 0.8861, 1.0197, 0.9806, 0.9738
15, 32, 78.02, 0.5837, 0.9014, 1.0558, 0.9471, 0.9717
15, 33, 60.27, 0.4632, 0.8006, 1.0210, 0.9795, 0.9533
15, 34, 68.27, 0.6335, 0.7606, 1.6290, 0.6139, 0.9749
15, 35, 83.11, 0.6341, 0.8957, 1.0255, 0.9752, 0.9762
15, 36, 94.45, 0.8003, 0.9037, 1.0203, 0.9801, 0.9773
15, 37, 84.96, 0.9463, 0.9101, 1.0244, 0.9762, 0.9759
15, 38, 76.91, 0.5472, 0.8683, 1.0324, 0.9687, 0.9685
15, 39, 66.82, 0.3782, 0.8432, 1.0393, 0.9622, 0.9615
15, 40, 59.45, 0.4056, 0.8218, 1.0199, 0.9805, 0.9532
15, 41, 76.09, 0.6858, 0.8788, 1.1825, 0.8457, 0.9777
