 ,Label,Area,XM,YM,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
214,work,1257.792,607.046,297.864,136.192,41.358,38.722,167.810,0.852,44.089,384,199,14.036,40.209,1.068,0.936,0.924
215,work,1029.103,158.443,296.852,120.699,38.016,34.467,45.973,0.888,40.676,93,203,34.287,35.742,1.103,0.907,0.939
216,work,1535.487,962.507,300.905,146.623,44.833,43.607,60.361,0.898,47.059,620,209,54.246,44.287,1.028,0.973,0.944
217,work,1306.797,1051.085,298.150,135.822,41.130,40.454,17.913,0.890,43.771,680,183,119.249,41.245,1.017,0.984,0.941
218,work,1605.494,337.349,300.771,149.832,46.728,43.746,169.800,0.899,49.264,210,184,119.745,43.959,1.068,0.936,0.953
219,work,1311.464,695.831,301.068,136.346,42.832,38.985,103.415,0.887,44.484,452,211,74.055,39.129,1.099,0.910,0.940
220,work,1309.131,65.920,299.991,133.291,42.115,39.578,173.370,0.926,44.537,31,188,149.036,38.190,1.064,0.940,0.961
221,work,1460.812,787.537,302.236,140.296,44.867,41.456,126.955,0.933,48.307,506,185,124.695,41.245,1.082,0.924,0.961
222,work,1437.477,874.735,302.854,149.832,45.733,40.020,155.897,0.805,47.724,562,186,129.806,41.245,1.143,0.875,0.923
223,work,1337.133,1515.251,305.791,142.827,42.316,40.232,12.282,0.824,45.367,979,191,135.000,39.718,1.052,0.951,0.931
224,work,1388.472,1351.243,312.402,138.877,43.728,40.429,151.092,0.905,45.573,870,200,166.430,41.245,1.082,0.925,0.946
225,work,1246.124,1179.666,317.172,133.291,41.361,38.360,149.111,0.881,43.126,760,201,157.068,39.718,1.078,0.927,0.933
226,work,1040.771,1439.833,317.649,124.125,39.190,33.814,147.633,0.849,40.761,930,205,167.005,36.051,1.159,0.863,0.915
227,work,1491.149,559.020,322.963,142.827,43.887,43.261,159.268,0.919,46.561,354,202,138.991,42.773,1.014,0.986,0.949
228,work,1351.135,649.936,321.341,134.927,42.285,40.684,87.720,0.933,44.484,423,225,74.055,41.245,1.039,0.962,0.957
229,work,1400.140,1095.247,321.443,137.982,43.548,40.937,169.822,0.924,45.955,702,207,164.578,41.245,1.064,0.940,0.952
230,work,1304.464,199.647,323.243,135.451,41.685,39.844,151.043,0.893,44.615,118,204,141.953,40.518,1.046,0.956,0.943
231,work,1470.147,384.648,323.454,143.351,44.283,42.270,165.588,0.899,47.577,240,201,137.603,42.773,1.048,0.955,0.947
232,work,1171.450,470.136,321.712,125.020,38.743,38.499,47.273,0.942,41.274,296,218,38.991,38.190,1.006,0.994,0.958
233,work,1409.474,1008.341,324.147,140.142,43.684,41.082,135.756,0.902,46.460,653,199,117.408,42.267,1.063,0.940,0.947
234,work,1106.110,1267.481,319.894,123.754,39.221,35.908,146.391,0.908,41.723,817,205,156.251,36.662,1.092,0.916,0.952
235,work,1334.800,290.399,325.307,137.982,41.690,40.766,168.857,0.881,44.615,181,225,51.953,41.245,1.023,0.978,0.938
236,work,1302.130,109.273,325.478,132.396,42.232,39.258,165.931,0.934,44.406,59,206,153.435,39.718,1.076,0.930,0.956
237,work,1204.120,919.578,324.920,126.810,39.358,38.954,109.572,0.941,41.947,590,206,146.889,38.190,1.010,0.990,0.958
238,work,1297.463,743.423,327.399,134.185,42.318,39.037,151.851,0.906,45.573,475,205,140.440,39.718,1.084,0.922,0.946
239,work,1276.461,832.092,329.142,132.396,41.962,38.731,102.909,0.915,43.476,540,202,108.435,39.411,1.083,0.923,0.949
240,work,1367.470,1397.370,335.608,138.877,43.616,39.919,107.217,0.891,45.419,910,206,109.654,41.245,1.093,0.915,0.938
241,work,1306.797,1311.094,339.567,136.716,41.255,40.331,119.541,0.879,44.615,848,211,141.953,41.047,1.023,0.978,0.938
242,work,1068.773,153.691,339.911,121.965,37.887,35.918,112.785,0.903,40.330,92,212,127.304,36.662,1.055,0.948,0.938
243,work,1393.139,1222.750,341.969,138.353,43.110,41.146,147.366,0.915,45.239,786,227,11.689,41.047,1.048,0.954,0.947
244,work,1376.804,1480.883,340.992,139.401,42.933,40.832,154.123,0.890,45.828,957,215,143.130,41.126,1.051,0.951,0.939
245,work,1134.113,514.513,341.853,125.020,39.548,36.513,141.450,0.912,41.555,324,219,162.897,36.662,1.083,0.923,0.944
246,work,1288.129,66.500,347.482,133.661,42.412,38.670,142.636,0.906,44.063,32,219,146.310,40.095,1.097,0.912,0.947
247,work,1292.796,242.845,348.086,134.032,41.275,39.880,0.006,0.904,44.089,145,224,165.964,41.047,1.035,0.966,0.943
248,work,1295.129,429.541,348.206,134.927,41.154,40.069,154.342,0.894,44.484,279,214,105.945,40.117,1.027,0.974,0.939
249,work,1096.776,607.001,344.026,124.279,38.524,36.249,150.548,0.892,42.472,385,218,142.306,35.135,1.063,0.941,0.945
250,work,1215.788,1141.208,344.413,131.872,41.685,37.135,168.265,0.879,43.449,733,223,169.875,38.190,1.123,0.891,0.939
251,work,1031.436,345.055,348.632,118.909,36.702,35.782,64.742,0.917,39.126,217,238,51.340,36.208,1.026,0.975,0.945
252,work,1395.473,876.922,351.550,137.611,42.966,41.353,154.157,0.926,45.419,560,236,19.654,41.245,1.039,0.962,0.952
253,work,1122.445,1055.574,349.848,123.230,37.908,37.700,21.641,0.929,40.359,680,222,150.524,38.190,1.006,0.995,0.952
254,work,1302.130,701.925,351.526,135.451,41.597,39.857,152.864,0.892,44.615,451,218,128.047,39.718,1.044,0.958,0.947
255,work,1607.827,791.924,355.997,149.308,46.248,44.265,121.511,0.906,49.759,513,217,107.879,44.300,1.045,0.957,0.948
256,work,1176.117,962.604,350.597,127.551,39.209,38.192,112.897,0.908,41.555,625,217,107.103,38.801,1.027,0.974,0.943
257,work,1150.448,1355.412,362.929,123.754,39.691,36.905,161.044,0.944,41.274,877,229,141.009,36.662,1.075,0.930,0.960
258,work,1166.783,1527.058,361.705,130.235,40.718,36.485,148.583,0.864,44.406,989,227,139.185,38.161,1.116,0.896,0.932
259,work,1297.463,1268.651,366.259,134.556,40.894,40.397,125.906,0.901,43.771,819,231,150.751,41.245,1.012,0.988,0.944
260,work,1131.780,1438.873,363.026,141.037,39.086,36.868,162.521,0.715,43.771,933,226,119.249,37.240,1.060,0.943,0.907
261,work,1428.143,1096.920,370.124,140.667,44.571,40.797,108.124,0.907,46.636,709,230,121.608,39.718,1.092,0.915,0.956
262,work,1255.459,1184.064,368.382,132.396,41.054,38.937,21.642,0.900,43.476,762,247,18.435,39.718,1.054,0.948,0.942
263,work,1400.140,195.678,372.055,141.037,44.494,40.066,115.514,0.885,47.943,123,230,112.479,41.245,1.111,0.900,0.943
264,work,1376.804,473.600,370.177,137.982,43.290,40.495,2.044,0.909,45.573,295,245,13.570,41.245,1.069,0.935,0.949
265,work,1397.806,652.267,371.058,137.087,42.540,41.837,161.725,0.935,45.419,422,229,109.654,41.673,1.017,0.983,0.956
266,work,1176.117,108.017,371.277,127.551,40.041,37.399,141.745,0.908,42.362,64,231,115.641,39.129,1.071,0.934,0.939
267,work,1332.466,384.219,372.600,135.822,41.713,40.672,165.434,0.908,44.484,238,239,164.055,41.245,1.026,0.975,0.947
268,work,1208.787,565.947,370.060,129.341,40.719,37.798,5.747,0.908,42.251,357,244,12.529,38.190,1.077,0.928,0.941
269,work,1325.466,920.189,372.748,133.291,42.692,39.530,128.162,0.938,44.615,594,232,128.047,39.718,1.080,0.926,0.954
270,work,1519.152,1008.809,374.496,151.468,46.534,41.566,161.419,0.832,51.532,642,249,11.976,42.773,1.120,0.893,0.918
271,work,1411.808,285.155,374.569,141.932,44.906,40.030,5.705,0.881,46.636,174,253,31.608,40.722,1.122,0.891,0.939
272,work,1442.144,745.843,379.782,144.617,43.765,41.955,118.554,0.867,47.454,479,236,123.179,42.773,1.043,0.959,0.941
273,work,1262.459,835.549,381.320,130.760,41.084,39.125,153.671,0.928,44.615,535,241,141.953,38.190,1.050,0.952,0.959
274,work,1390.805,1398.240,385.155,139.247,43.396,40.806,24.047,0.901,45.955,900,251,164.578,42.356,1.063,0.940,0.938
275,work,1122.445,1312.529,387.438,125.915,38.878,36.760,53.961,0.890,41.555,848,261,36.027,38.190,1.058,0.946,0.936
276,work,1479.481,522.006,391.280,143.722,45.295,41.588,116.591,0.900,47.059,329,247,144.246,42.510,1.089,0.918,0.946
277,work,1449.145,1490.805,391.035,144.987,44.863,41.128,167.180,0.866,47.821,961,262,26.565,42.632,1.091,0.917,0.932
278,work,1215.788,1227.091,391.053,128.446,40.411,38.306,140.050,0.926,43.234,791,249,147.995,38.886,1.055,0.948,0.951
279,work,1395.473,1142.227,393.636,141.561,43.721,40.639,137.621,0.875,46.761,738,246,128.367,41.245,1.076,0.929,0.940
280,work,1435.143,68.356,397.066,139.401,43.715,41.800,61.089,0.928,46.183,36,272,55.784,41.245,1.046,0.956,0.956
281,work,1194.786,428.298,395.258,128.075,39.969,38.061,163.020,0.915,41.947,269,251,146.889,38.190,1.050,0.952,0.950
282,work,1411.808,609.640,396.857,141.037,43.669,41.164,145.124,0.892,45.342,390,248,122.619,42.704,1.061,0.943,0.941
283,work,945.094,239.601,394.413,115.854,37.706,31.914,167.680,0.885,39.275,144,257,166.504,33.254,1.181,0.846,0.934
284,work,1253.125,1056.834,397.186,133.291,41.291,38.641,167.848,0.886,44.406,678,255,153.435,38.190,1.069,0.936,0.946
285,work,1285.795,967.065,399.803,136.346,42.625,38.408,158.715,0.869,47.059,626,249,125.754,38.783,1.110,0.901,0.940
286,work,1407.140,337.682,401.350,138.506,43.632,41.062,167.239,0.922,45.955,207,257,158.552,41.245,1.063,0.941,0.954
287,work,1064.106,155.350,398.979,125.391,38.998,34.742,1.914,0.850,40.445,89,264,10.886,34.960,1.122,0.891,0.928
288,work,1241.457,702.748,402.187,132.396,41.066,38.491,137.336,0.890,44.063,448,257,146.310,39.718,1.067,0.937,0.937
289,work,1283.461,877.899,403.248,134.556,42.764,38.214,7.247,0.891,44.928,560,260,162.181,39.246,1.119,0.894,0.938
290,work,1430.476,1444.646,406.824,142.827,44.351,41.066,169.005,0.881,47.059,933,257,144.246,42.417,1.080,0.926,0.943
291,work,1155.115,788.448,406.529,127.180,40.162,36.620,106.492,0.897,43.126,508,254,112.932,36.662,1.097,0.912,0.939
292,work,1143.447,1356.501,407.966,128.075,38.921,37.406,56.243,0.876,43.045,883,280,62.526,38.190,1.041,0.961,0.938
293,work,1267.126,1535.244,412.077,157.055,42.047,38.370,57.764,0.646,44.537,994,279,30.964,40.423,1.096,0.913,0.919
294,work,1075.774,1272.182,414.316,121.070,37.856,36.182,110.033,0.922,40.359,825,260,119.476,36.662,1.046,0.956,0.941
295,work,1225.122,566.069,417.010,129.341,40.853,38.182,160.154,0.920,43.045,358,266,152.526,38.190,1.070,0.935,0.949
296,work,1395.473,1099.868,420.113,140.142,44.303,40.105,108.452,0.893,45.955,716,261,111.448,40.755,1.105,0.905,0.933
297,work,1145.781,1185.679,415.008,125.391,40.107,36.374,168.313,0.916,41.947,763,275,10.491,36.662,1.103,0.907,0.947
298,work,1400.140,479.909,419.013,138.136,44.540,40.025,136.865,0.922,47.968,305,261,127.235,41.245,1.113,0.899,0.960
299,work,1544.821,654.813,423.538,149.308,45.085,43.627,55.866,0.871,49.876,420,290,62.650,44.300,1.033,0.968,0.941
300,work,1330.133,110.652,421.899,134.032,41.843,40.475,104.119,0.930,43.744,66,289,65.225,41.047,1.034,0.967,0.949
301,work,1430.476,200.194,421.913,141.778,44.076,41.322,41.810,0.894,45.955,116,279,21.448,42.127,1.067,0.938,0.946
302,work,58.339,268.950,403.745,26.448,9.874,7.523,155.028,1.000,11.016,173,262,146.310,7.638,1.312,0.762,0.926
303,work,1120.112,383.412,420.208,121.965,38.428,37.112,110.374,0.946,40.359,239,269,150.524,36.662,1.035,0.966,0.953
304,work,1227.456,1011.304,421.444,130.606,40.826,38.281,2.419,0.904,43.045,650,269,152.526,39.513,1.066,0.938,0.939
305,work,1460.812,24.900,423.975,139.401,44.367,41.922,26.043,0.945,46.183,3,285,34.216,41.245,1.058,0.945,0.965
306,work,1514.484,294.428,425.957,156.837,45.551,42.333,32.761,0.774,54.181,179,293,49.574,42.538,1.076,0.929,0.928
307,work,1190.119,924.256,424.670,129.711,40.113,37.776,16.334,0.889,42.444,592,272,149.744,38.440,1.062,0.942,0.938
308,work,1498.150,835.819,429.768,142.827,44.182,43.173,164.234,0.923,46.535,541,295,66.801,42.773,1.023,0.977,0.955
309,work,1040.771,749.590,428.670,118.909,38.519,34.403,25.629,0.925,41.132,478,286,21.801,35.135,1.120,0.893,0.944
310,work,1206.454,1401.808,432.363,129.341,41.610,36.917,165.231,0.906,44.537,905,275,149.036,38.190,1.127,0.887,0.942
311,work,1297.463,1316.801,435.938,135.822,42.015,39.319,23.417,0.884,45.135,848,279,156.038,40.481,1.069,0.936,0.933
312,work,1409.474,1233.655,437.415,139.772,44.031,40.757,174.067,0.907,46.535,793,290,23.199,41.245,1.080,0.926,0.948
313,work,1208.787,1496.150,439.365,144.834,40.168,38.316,168.258,0.724,44.928,967,278,144.689,41.041,1.048,0.954,0.872
314,work,1488.815,525.002,441.764,143.198,45.035,42.093,168.290,0.912,46.636,331,281,148.392,42.773,1.070,0.935,0.952
315,work,1549.488,246.344,445.128,147.889,44.602,44.233,73.032,0.890,48.548,147,297,12.724,44.287,1.008,0.992,0.937
316,work,1631.163,428.549,444.833,150.944,46.732,44.442,0.147,0.900,50.039,264,295,12.339,45.367,1.052,0.951,0.947
317,work,1409.474,1058.597,446.302,141.037,43.977,40.807,81.399,0.890,45.777,688,278,115.710,41.245,1.078,0.928,0.946
318,work,1264.793,1146.671,443.546,132.920,42.073,38.276,7.760,0.900,43.690,739,282,143.531,38.190,1.099,0.910,0.949
